Accuracy,Precision,Recall,F1,ROC_AUC,LogLoss,Brier,PositiveRate,model,family,fold,n_test,fit_seconds
0.7757523148148148,0.9184871209651125,0.6253746253746254,0.7441061876774747,0.7824612215254217,0.5028907641273227,0.16532689852478866,0.5213541666666667,persistence,baseline,0,17280,0.0
0.7712121212121212,0.9156131479140329,0.6307424341389071,0.746938249323192,0.7818873946465792,0.5074933966085011,0.16742989304392422,0.5353146853146853,persistence,baseline,1,17160,0.01
0.4786458333333333,0.0,0.0,0.0,0.5,0.7029079919312895,0.25485833761830834,0.5213541666666667,prior_rate,baseline,0,17280,0.0
0.4646853146853147,0.0,0.0,0.0,0.5,0.7052981019917688,0.2560508379533794,0.5353146853146853,prior_rate,baseline,1,17160,0.0
0.8288773148148149,0.8377232142857143,0.8331668331668332,0.8354388112861039,0.9133343650935235,0.36571229571757674,0.11806320774259736,0.5213541666666667,xgboost,ml,0,17280,10.35
0.8391025641025641,0.8493746601413812,0.8502068364903114,0.8497905445840814,0.915706437277564,0.3624187229927271,0.11627811481243147,0.5353146853146853,xgboost,ml,1,17160,10.17
0.8320601851851852,0.8453013683139207,0.8297258297258298,0.8374411830607215,0.9104421821142893,0.3694710737674333,0.11935378585206359,0.5213541666666667,lightgbm,ml,0,17280,11.78
0.8326340326340327,0.8409287257019439,0.8477030263444372,0.8443022877588637,0.9113225851970133,0.37140084871738616,0.12001767116918155,0.5353146853146853,lightgbm,ml,1,17160,12.98
